STATE,ZIP CODE,YEAR/QTR,LOCATION
ME,4541,202502,RURAL
ME,4543,202502,RURAL
ME,4544,202502,RURAL
ME,4547,202502,RURAL
ME,4549,202502,RURAL
ME,4551,202502,RURAL
ME,4553,202502,RURAL
ME,4554,202502,RURAL
ME,4555,202502,RURAL
ME,4556,202502,RURAL
ME,4558,202502,RURAL
ME,4563,202502,RURAL
ME,4564,202502,RURAL
ME,4568,202502,RURAL
ME,4570,202502,RURAL
ME,4571,202502,RURAL
ME,4572,202502,RURAL
ME,4573,202502,RURAL
ME,4574,202502,RURAL
ME,4575,202502,RURAL
ME,4576,202502,RURAL
ME,4578,202502,RURAL
ME,4605,202502,RURAL
ME,4606,202502,RURAL
ME,4607,202502,RURAL
ME,4609,202502,RURAL
ME,4611,202502,RURAL
ME,4612,202502,RURAL
ME,4613,202502,RURAL
ME,4614,202502,RURAL
ME,4616,202502,RURAL
ME,4617,202502,RURAL
ME,4619,202502,RURAL
ME,4622,202502,RURAL
ME,4623,202502,RURAL
ME,4624,202502,RURAL
ME,4625,202502,RURAL
ME,4626,202502,RURAL
ME,4627,202502,RURAL
ME,4628,202502,RURAL
ME,4629,202502,RURAL
ME,4630,202502,RURAL
ME,4631,202502,RURAL
ME,4634,202502,RURAL
ME,4635,202502,RURAL
ME,4637,202502,RURAL
ME,4640,202502,RURAL
ME,4642,202502,RURAL
ME,4643,202502,RURAL
ME,4644,202502,RURAL
ME,4645,202502,RURAL
ME,4646,202502,RURAL
ME,4648,202502,RURAL
ME,4649,202502,RURAL
ME,4650,202502,RURAL
ME,4652,202502,RURAL
ME,4653,202502,RURAL
ME,4654,202502,RURAL
ME,4655,202502,RURAL
ME,4657,202502,RURAL
ME,4658,202502,RURAL
ME,4660,202502,RURAL
ME,4662,202502,RURAL
ME,4664,202502,RURAL
ME,4666,202502,RURAL
ME,4667,202502,RURAL
ME,4668,202502,RURAL
ME,4669,202502,RURAL
ME,4671,202502,RURAL
ME,4672,202502,RURAL
ME,4673,202502,RURAL
ME,4674,202502,RURAL
ME,4675,202502,RURAL
ME,4676,202502,RURAL
ME,4677,202502,RURAL
ME,4679,202502,RURAL
ME,4680,202502,RURAL
ME,4681,202502,RURAL
ME,4683,202502,RURAL
ME,4684,202502,RURAL
ME,4685,202502,RURAL
ME,4686,202502,RURAL
ME,4691,202502,RURAL
ME,4693,202502,RURAL
ME,4694,202502,RURAL
ME,4730,202502,RURAL
ME,4732,202502,RURAL
ME,4733,202502,RURAL
ME,4734,202502,RURAL
ME,4735,202502,RURAL
ME,4736,202502,RURAL
ME,4737,202502,RURAL
ME,4738,202502,RURAL
ME,4739,202502,RURAL
ME,4740,202502,RURAL
ME,4741,202502,RURAL
ME,4742,202502,RURAL
ME,4743,202502,RURAL
ME,4744,202502,RURAL
ME,4745,202502,RURAL
ME,4746,202502,RURAL
ME,4747,202502,RURAL
ME,4750,202502,RURAL
ME,4751,202502,RURAL
ME,4756,202502,RURAL
ME,4757,202502,RURAL
ME,4758,202502,RURAL
ME,4760,202502,RURAL
ME,4761,202502,RURAL
ME,4762,202502,RURAL
ME,4763,202502,RURAL
ME,4764,202502,RURAL
ME,4766,202502,RURAL
ME,4768,202502,RURAL
ME,4769,202502,RURAL
ME,4772,202502,RURAL
ME,4773,202502,RURAL
ME,4774,202502,RURAL
ME,4775,202502,RURAL
ME,4776,202502,RURAL
ME,4779,202502,RURAL
ME,4780,202502,RURAL
ME,4781,202502,RURAL
ME,4783,202502,RURAL
ME,4785,202502,RURAL
ME,4786,202502,RURAL
ME,4787,202502,RURAL
ME,4841,202502,RURAL
ME,4843,202502,RURAL
ME,4847,202502,RURAL
ME,4848,202502,RURAL
ME,4849,202502,RURAL
ME,4850,202502,RURAL
ME,4851,202502,RURAL
ME,4852,202502,RURAL
ME,4853,202502,RURAL
ME,4854,202502,RURAL
ME,4855,202502,RURAL
ME,4856,202502,RURAL
ME,4858,202502,RURAL
ME,4859,202502,RURAL
ME,4860,202502,RURAL
ME,4861,202502,RURAL
ME,4862,202502,RURAL
ME,4863,202502,RURAL
ME,4864,202502,RURAL
ME,4865,202502,RURAL
ME,4901,202502,RURAL
ME,4903,202502,RURAL
ME,4910,202502,RURAL
ME,4911,202502,RURAL
ME,4912,202502,RURAL
ME,4915,202502,RURAL
ME,4917,202502,RURAL
ME,4918,202502,RURAL
ME,4920,202502,RURAL
ME,4921,202502,RURAL
ME,4922,202502,RURAL
ME,4923,202502,RURAL
ME,4924,202502,RURAL
ME,4925,202502,RURAL
ME,4926,202502,RURAL
ME,4927,202502,RURAL
ME,4929,202502,RURAL
ME,4935,202502,RURAL
ME,4936,202502,RURAL
ME,4937,202502,RURAL
ME,4938,202502,RURAL
ME,4940,202502,RURAL
ME,4941,202502,RURAL
ME,4942,202502,RURAL
ME,4943,202502,RURAL
ME,4944,202502,RURAL
ME,4945,202502,RURAL
ME,4947,202502,RURAL
ME,4949,202502,RURAL
ME,4950,202502,RURAL
ME,4951,202502,RURAL
ME,4952,202502,RURAL
ME,4954,202502,RURAL
ME,4955,202502,RURAL
ME,4956,202502,RURAL
ME,4957,202502,RURAL
ME,4958,202502,RURAL
ME,4961,202502,RURAL
ME,4962,202502,RURAL
ME,4963,202502,RURAL
ME,4964,202502,RURAL
ME,4965,202502,RURAL
ME,4966,202502,RURAL
ME,4967,202502,RURAL
ME,4970,202502,RURAL
ME,4971,202502,RURAL
ME,4972,202502,RURAL
ME,4973,202502,RURAL
ME,4974,202502,RURAL
ME,4975,202502,RURAL
ME,4976,202502,RURAL
ME,4978,202502,RURAL
ME,4979,202502,RURAL
ME,4981,202502,RURAL
ME,4982,202502,RURAL
ME,4983,202502,RURAL
ME,4984,202502,RURAL
ME,4985,202502,RURAL
ME,4986,202502,RURAL
ME,4987,202502,RURAL
ME,4988,202502,RURAL
ME,4989,202502,RURAL
ME,4992,202502,RURAL
VT,5001,202502,RURAL
VT,5009,202502,RURAL
VT,5030,202502,RURAL
VT,5031,202502,RURAL
VT,5032,202502,RURAL
VT,5033,202502,RURAL
VT,5034,202502,RURAL
VT,5035,202502,RURAL
VT,5036,202502,RURAL
VT,5037,202502,RURAL
VT,5038,202502,RURAL
VT,5039,202502,RURAL
VT,5040,202502,RURAL
VT,5041,202502,RURAL
VT,5042,202502,RURAL
VT,5043,202502,RURAL
VT,5045,202502,RURAL
VT,5046,202502,RURAL
VT,5047,202502,RURAL
VT,5048,202502,RURAL
VT,5049,202502,RURAL
VT,5050,202502,RURAL
VT,5051,202502,RURAL
VT,5052,202502,RURAL
VT,5053,202502,RURAL
VT,5054,202502,RURAL
VT,5055,202502,RURAL
VT,5056,202502,RURAL
VT,5058,202502,RURAL
VT,5059,202502,RURAL
VT,5060,202502,RURAL
VT,5061,202502,RURAL
VT,5062,202502,RURAL
VT,5065,202502,RURAL
VT,5067,202502,RURAL
VT,5068,202502,RURAL
VT,5069,202502,RURAL
VT,5070,202502,RURAL
VT,5071,202502,RURAL
VT,5072,202502,RURAL
VT,5073,202502,RURAL
VT,5074,202502,RURAL
VT,5075,202502,RURAL
VT,5076,202502,RURAL
VT,5077,202502,RURAL
VT,5079,202502,RURAL
VT,5081,202502,RURAL
VT,5083,202502,RURAL
VT,5084,202502,RURAL
VT,5085,202502,RURAL
VT,5086,202502,RURAL
VT,5088,202502,RURAL
VT,5089,202502,RURAL
VT,5091,202502,RURAL
VT,5101,202502,RURAL
VT,5141,202502,RURAL
VT,5142,202502,RURAL
VT,5143,202502,RURAL
VT,5146,202502,RURAL
VT,5148,202502,RURAL
VT,5149,202502,RURAL
VT,5150,202502,RURAL
VT,5151,202502,RURAL
VT,5152,202502,RURAL
VT,5153,202502,RURAL
VT,5154,202502,RURAL
VT,5155,202502,RURAL
VT,5156,202502,RURAL
VT,5158,202502,RURAL
VT,5159,202502,RURAL
VT,5161,202502,RURAL
VT,5201,202502,RURAL
VT,5250,202502,RURAL
VT,5251,202502,RURAL
VT,5252,202502,RURAL
VT,5253,202502,RURAL
VT,5254,202502,RURAL
VT,5255,202502,RURAL
VT,5257,202502,RURAL
VT,5260,202502,RURAL
VT,5261,202502,RURAL
VT,5262,202502,RURAL
VT,5301,202502,RURAL
VT,5302,202502,RURAL
VT,5303,202502,RURAL
VT,5304,202502,RURAL
VT,5340,202502,RURAL
VT,5341,202502,RURAL
VT,5342,202502,RURAL
VT,5343,202502,RURAL
VT,5344,202502,RURAL
VT,5345,202502,RURAL
VT,5346,202502,RURAL
VT,5350,202502,RURAL
VT,5351,202502,RURAL
VT,5352,202502,RURAL
VT,5353,202502,RURAL
VT,5354,202502,RURAL
VT,5355,202502,RURAL
VT,5356,202502,RURAL
VT,5357,202502,RURAL
VT,5358,202502,RURAL
VT,5359,202502,RURAL
VT,5360,202502,RURAL
VT,5361,202502,RURAL
VT,5362,202502,RURAL
VT,5363,202502,RURAL
VT,5442,202502,RURAL
VT,5443,202502,RURAL
VT,5456,202502,RURAL
VT,5464,202502,RURAL
VT,5469,202502,RURAL
VT,5472,202502,RURAL
VT,5473,202502,RURAL
VT,5487,202502,RURAL
VT,5491,202502,RURAL
VT,5492,202502,RURAL
VT,5601,202502,RURAL
VT,5602,202502,RURAL
VT,5603,202502,RURAL
VT,5604,202502,RURAL
VT,5609,202502,RURAL
VT,5620,202502,RURAL
VT,5633,202502,RURAL
VT,5640,202502,RURAL
VT,5641,202502,RURAL
VT,5647,202502,RURAL
VT,5648,202502,RURAL
VT,5649,202502,RURAL
VT,5650,202502,RURAL
VT,5651,202502,RURAL
VT,5652,202502,RURAL
VT,5653,202502,RURAL
VT,5654,202502,RURAL
VT,5655,202502,RURAL
VT,5656,202502,RURAL
VT,5657,202502,RURAL
VT,5658,202502,RURAL
VT,5660,202502,RURAL
VT,5661,202502,RURAL
VT,5662,202502,RURAL
VT,5663,202502,RURAL
VT,5664,202502,RURAL
VT,5665,202502,RURAL
VT,5666,202502,RURAL
VT,5667,202502,RURAL
VT,5669,202502,RURAL
VT,5670,202502,RURAL
VT,5671,202502,RURAL
VT,5672,202502,RURAL
VT,5673,202502,RURAL
VT,5674,202502,RURAL
VT,5675,202502,RURAL
VT,5676,202502,RURAL
VT,5677,202502,RURAL
VT,5678,202502,RURAL
VT,5679,202502,RURAL
VT,5680,202502,RURAL
VT,5681,202502,RURAL
VT,5682,202502,RURAL
VT,5701,202502,RURAL
VT,5702,202502,RURAL
VT,5730,202502,RURAL
VT,5731,202502,RURAL
VT,5732,202502,RURAL
VT,5733,202502,RURAL
VT,5734,202502,RURAL
VT,5735,202502,RURAL
VT,5736,202502,RURAL
VT,5737,202502,RURAL
VT,5738,202502,RURAL
VT,5739,202502,RURAL
VT,5740,202502,RURAL
VT,5741,202502,RURAL
VT,5742,202502,RURAL
VT,5743,202502,RURAL
VT,5744,202502,RURAL
VT,5745,202502,RURAL
VT,5746,202502,RURAL
VT,5747,202502,RURAL
VT,5748,202502,RURAL
VT,5750,202502,RURAL
VT,5751,202502,RURAL
VT,5753,202502,RURAL
VT,5757,202502,RURAL
VT,5758,202502,RURAL
VT,5759,202502,RURAL
VT,5760,202502,RURAL
VT,5761,202502,RURAL
VT,5762,202502,RURAL
VT,5763,202502,RURAL
VT,5764,202502,RURAL
VT,5765,202502,RURAL
VT,5766,202502,RURAL
VT,5767,202502,RURAL
VT,5768,202502,RURAL
VT,5769,202502,RURAL
VT,5770,202502,RURAL
VT,5772,202502,RURAL
VT,5773,202502,RURAL
VT,5774,202502,RURAL
VT,5775,202502,RURAL
VT,5776,202502,RURAL
VT,5777,202502,RURAL
VT,5778,202502,RURAL
VT,5819,202502,RURAL
VT,5820,202502,RURAL
VT,5821,202502,RURAL
VT,5822,202502,RURAL
VT,5823,202502,RURAL
VT,5824,202502,RURAL
VT,5825,202502,RURAL
VT,5826,202502,RURAL
VT,5827,202502,RURAL
VT,5828,202502,RURAL
VT,5829,202502,RURAL
VT,5830,202502,RURAL
VT,5832,202502,RURAL
VT,5833,202502,RURAL
VT,5836,202502,RURAL
VT,5837,202502,RURAL
VT,5838,202502,RURAL
VT,5839,202502,RURAL
VT,5840,202502,RURAL
VT,5841,202502,RURAL
VT,5842,202502,RURAL
VT,5843,202502,RURAL
VT,5845,202502,RURAL
VT,5846,202502,RURAL
VT,5847,202502,RURAL
VT,5848,202502,RURAL
VT,5849,202502,RURAL
VT,5850,202502,RURAL
VT,5851,202502,RURAL
VT,5853,202502,RURAL
VT,5855,202502,RURAL
VT,5857,202502,RURAL
VT,5858,202502,RURAL
VT,5859,202502,RURAL
VT,5860,202502,RURAL
VT,5861,202502,RURAL
VT,5862,202502,RURAL
VT,5863,202502,RURAL
VT,5866,202502,RURAL
VT,5867,202502,RURAL
VT,5868,202502,RURAL
VT,5871,202502,RURAL
VT,5872,202502,RURAL
VT,5873,202502,RURAL
VT,5874,202502,RURAL
VT,5875,202502,RURAL
VT,5901,202502,RURAL
VT,5902,202502,RURAL
VT,5903,202502,RURAL
VT,5904,202502,RURAL
VT,5905,202502,RURAL
VT,5906,202502,RURAL
VT,5907,202502,RURAL
CT,6018,202502,RURAL
CT,6021,202502,RURAL
CT,6024,202502,RURAL
CT,6031,202502,RURAL
CT,6039,202502,RURAL
CT,6057,202502,RURAL
CT,6058,202502,RURAL
CT,6061,202502,RURAL
CT,6063,202502,RURAL
CT,6065,202502,RURAL
CT,6068,202502,RURAL
CT,6069,202502,RURAL
CT,6079,202502,RURAL
CT,6094,202502,RURAL
CT,6098,202502,RURAL
CT,6230,202502,RURAL
CT,6233,202502,RURAL
CT,6234,202502,RURAL
CT,6235,202502,RURAL
CT,6239,202502,RURAL
CT,6241,202502,RURAL
CT,6242,202502,RURAL
CT,6243,202502,RURAL
CT,6244,202502,RURAL
CT,6245,202502,RURAL
CT,6246,202502,RURAL
CT,6247,202502,RURAL
CT,6255,202502,RURAL
CT,6258,202502,RURAL
CT,6259,202502,RURAL
CT,6260,202502,RURAL
CT,6262,202502,RURAL
CT,6263,202502,RURAL
CT,6264,202502,RURAL
CT,6267,202502,RURAL
CT,6277,202502,RURAL
CT,6278,202502,RURAL
CT,6281,202502,RURAL
CT,6282,202502,RURAL
CT,6331,202502,RURAL
CT,6332,202502,RURAL
CT,6354,202502,RURAL
CT,6373,202502,RURAL
CT,6374,202502,RURAL
CT,6377,202502,RURAL
CT,6384,202502,RURAL
CT,6387,202502,RURAL
CT,6750,202502,RURAL
CT,6752,202502,RURAL
CT,6753,202502,RURAL
CT,6754,202502,RURAL
CT,6755,202502,RURAL
CT,6756,202502,RURAL
CT,6757,202502,RURAL
CT,6758,202502,RURAL
CT,6759,202502,RURAL
CT,6763,202502,RURAL
CT,6776,202502,RURAL
CT,6777,202502,RURAL
CT,6778,202502,RURAL
CT,6783,202502,RURAL
CT,6785,202502,RURAL
CT,6790,202502,RURAL
CT,6791,202502,RURAL
CT,6792,202502,RURAL
CT,6793,202502,RURAL
CT,6794,202502,RURAL
CT,6796,202502,RURAL
NY,10985,202502,RURAL
NY,12010,202502,RURAL
NY,12015,202502,RURAL
NY,12016,202502,RURAL
NY,12017,202502,RURAL
NY,12025,202502,RURAL
NY,12029,202502,RURAL
NY,12032,202502,RURAL
NY,12037,202502,RURAL
NY,12042,202502,RURAL
NY,12050,202502,RURAL
NY,12051,202502,RURAL
NY,12058,202502,RURAL
NY,12060,202502,RURAL
NY,12064,202502,RURAL
NY,12068,202502,RURAL
NY,12069,202502,RURAL
NY,12070,202502,RURAL
NY,12072,202502,RURAL
NY,12075,202502,RURAL
NY,12078,202502,RURAL
NY,12083,202502,RURAL
NY,12086,202502,RURAL
NY,12087,202502,RURAL
NY,12095,202502,RURAL
NY,12106,202502,RURAL
NY,12108,202502,RURAL
NY,12115,202502,RURAL
NY,12116,202502,RURAL
NY,12117,202502,RURAL
NY,12124,202502,RURAL
NY,12125,202502,RURAL
NY,12130,202502,RURAL
NY,12132,202502,RURAL
NY,12134,202502,RURAL
NY,12136,202502,RURAL
NY,12139,202502,RURAL
NY,12155,202502,RURAL
NY,12164,202502,RURAL
NY,12165,202502,RURAL
NY,12166,202502,RURAL
NY,12167,202502,RURAL
NY,12172,202502,RURAL
NY,12173,202502,RURAL
NY,12174,202502,RURAL
NY,12176,202502,RURAL
NY,12177,202502,RURAL
NY,12184,202502,RURAL
NY,12190,202502,RURAL
NY,12192,202502,RURAL
NY,12195,202502,RURAL
NY,12197,202502,RURAL
NY,12405,202502,RURAL
NY,12407,202502,RURAL
NY,12413,202502,RURAL
NY,12414,202502,RURAL
NY,12418,202502,RURAL
NY,12421,202502,RURAL
NY,12422,202502,RURAL
NY,12423,202502,RURAL
NY,12424,202502,RURAL
NY,12427,202502,RURAL
NY,12430,202502,RURAL
NY,12431,202502,RURAL
NY,12434,202502,RURAL
NY,12436,202502,RURAL
NY,12438,202502,RURAL
NY,12439,202502,RURAL
NY,12442,202502,RURAL
NY,12444,202502,RURAL
NY,12450,202502,RURAL
NY,12451,202502,RURAL
NY,12452,202502,RURAL
NY,12454,202502,RURAL
NY,12455,202502,RURAL
NY,12459,202502,RURAL
NY,12460,202502,RURAL
NY,12463,202502,RURAL
NY,12468,202502,RURAL
NY,12470,202502,RURAL
NY,12473,202502,RURAL
NY,12474,202502,RURAL
NY,12482,202502,RURAL
NY,12485,202502,RURAL
NY,12492,202502,RURAL
NY,12496,202502,RURAL
NY,12502,202502,RURAL
NY,12503,202502,RURAL
NY,12513,202502,RURAL
NY,12516,202502,RURAL
NY,12517,202502,RURAL
NY,12521,202502,RURAL
NY,12523,202502,RURAL
NY,12526,202502,RURAL
NY,12529,202502,RURAL
NY,12530,202502,RURAL
NY,12534,202502,RURAL
NY,12541,202502,RURAL
NY,12544,202502,RURAL
NY,12565,202502,RURAL
NY,12701,202502,RURAL
NY,12719,202502,RURAL
NY,12720,202502,RURAL
NY,12721,202502,RURAL
NY,12722,202502,RURAL
NY,12723,202502,RURAL
NY,12724,202502,RURAL
NY,12725,202502,RURAL
NY,12726,202502,RURAL
NY,12727,202502,RURAL
NY,12732,202502,RURAL
NY,12733,202502,RURAL
NY,12734,202502,RURAL
NY,12736,202502,RURAL
NY,12737,202502,RURAL
NY,12738,202502,RURAL
NY,12740,202502,RURAL
NY,12741,202502,RURAL
NY,12742,202502,RURAL
NY,12743,202502,RURAL
NY,12745,202502,RURAL
NY,12747,202502,RURAL
NY,12748,202502,RURAL
NY,12749,202502,RURAL
NY,12750,202502,RURAL
NY,12751,202502,RURAL
NY,12752,202502,RURAL
NY,12754,202502,RURAL
NY,12758,202502,RURAL
NY,12759,202502,RURAL
NY,12760,202502,RURAL
NY,12762,202502,RURAL
NY,12763,202502,RURAL
NY,12764,202502,RURAL
NY,12765,202502,RURAL
NY,12766,202502,RURAL
NY,12767,202502,RURAL
NY,12768,202502,RURAL
NY,12769,202502,RURAL
NY,12770,202502,RURAL
NY,12775,202502,RURAL
NY,12776,202502,RURAL
NY,12777,202502,RURAL
NY,12778,202502,RURAL
NY,12779,202502,RURAL
NY,12781,202502,RURAL
NY,12783,202502,RURAL
NY,12784,202502,RURAL
NY,12785,202502,RURAL
NY,12786,202502,RURAL
NY,12787,202502,RURAL
NY,12788,202502,RURAL
NY,12789,202502,RURAL
NY,12790,202502,RURAL
NY,12791,202502,RURAL
NY,12792,202502,RURAL
NY,12803,202502,RURAL
NY,12812,202502,RURAL
NY,12842,202502,RURAL
NY,12847,202502,RURAL
NY,12851,202502,RURAL
NY,12852,202502,RURAL
NY,12855,202502,RURAL
NY,12857,202502,RURAL
NY,12858,202502,RURAL
NY,12864,202502,RURAL
NY,12870,202502,RURAL
NY,12872,202502,RURAL
